,user,text,created_at,compound,positive,neutral,negative
153,BBC,"😀♥️ Four-year-old Daniel and 91-year-old Stuart, who has dementia, have struck up an unlikely friendship. https://t.co/DVpVhIssTc",2018-07-29 16:06:01+00:00,0.2263,0.153,0.741,0.106
154,BBC,😂 A Scottish three year old's take on the summer holidays. https://t.co/SaCbnnlnUm,2018-07-29 17:03:03+00:00,0.3818,0.224,0.776,0.0
155,BBC,"RT @BBCSport: Geraint Thomas has done it! 👏🏴󠁧󠁢󠁷󠁬󠁳󠁿

He's become the first ever Welshman to win the Tour de France 👉 https://t.co/ZtkRdPtGio…",2018-07-29 17:29:30+00:00,0.6239,0.17,0.83,0.0
156,BBC,"🇺🇸 @edballs travels to America's Deep South to immerse himself in the lives of those who put Trump in power, and le… https://t.co/2oLWounf1y",2018-07-29 19:02:05+00:00,0.0,0.0,1.0,0.0
157,BBC,Stacey Dooley meets a Roma girl who turned to prostitution after she was removed from her parents at 13. https://t.co/I7opQRZ6Z2,2018-07-29 20:03:05+00:00,0.0,0.0,1.0,0.0
158,BBC,RT @bbcarts: Tsundoku: The art of buying books and never reading them https://t.co/nzmym0Gtsh,2018-07-29 20:26:13+00:00,0.0,0.0,1.0,0.0
159,BBC,"The pika might just be the world's cutest thief!
#AnimalsBehavingBadly https://t.co/v8dSKoVYgD",2018-07-30 07:01:05+00:00,0.1759,0.248,0.546,0.206
160,BBC,"🐈 Our cats may purr when we pet them, but it’s a much more complicated form of communication than we've assumed.
👉… https://t.co/vz6MdvigWx",2018-07-30 07:27:06+00:00,0.0,0.0,1.0,0.0
161,BBC,"Now this is an impressive line-up!

Gemma Arterton, Catherine Tate, @Gemma_Chan1, @emiliaclarke, @IAMLenaHeadey and… https://t.co/D5rDJJ7dyC",2018-07-30 08:13:57+00:00,0.5562,0.204,0.796,0.0
162,BBC,❤️ The reaction when this little girl showed her school friends her new sports blade gives us all the feels.… https://t.co/zp4vrauXes,2018-07-30 09:00:15+00:00,0.4767,0.134,0.866,0.0
163,BBC,"Why Americans will be able to 3D print their own guns from August.

https://t.co/8NR7qFaEZY",2018-07-30 11:03:01+00:00,0.0,0.0,1.0,0.0
164,BBC,"RT @BBCRadio4: BLOOPERS! 
@ProfBrianCox can't tell his hominins from his hominids. Or possibly the other way around.
Much more Monkey Cage…",2018-07-30 11:56:23+00:00,0.0,0.0,1.0,0.0
165,BBC,🐪🚁 When a sheepdog doesn't quite cut it... https://t.co/l5vk7oKBop,2018-07-30 12:01:06+00:00,0.2572,0.225,0.775,0.0
166,BBC,"A polar bear has been shot dead after it attacked a cruise ship guard on Norway's Svalbard archipelago, within the… https://t.co/F3b9a4OlvV",2018-07-30 13:04:01+00:00,-0.8074,0.0,0.7,0.3
167,BBC,"📸 Photographs from around the world of Friday's #BloodMoon - the longest lunar eclipse of the 21st Century.
👉… https://t.co/o8HGifFeRl",2018-07-30 14:03:08+00:00,0.0,0.0,1.0,0.0
168,BBC,"🐶 Advertising toilet paper using puppies! How it all began... 
#InsideTheFactory https://t.co/gqYOv8YIq1",2018-07-30 16:03:04+00:00,0.0,0.0,1.0,0.0
169,BBC,"☔️ It turns out it's not just gratitude that makes rain smell so appealing after a long period of dry weather.

The… https://t.co/OwSHy0HKnT",2018-07-30 17:03:05+00:00,-0.4023,0.0,0.886,0.114
170,BBC,What makes you resilient? https://t.co/cZS96s7bv0,2018-07-30 18:01:04+00:00,0.0,0.0,1.0,0.0
171,BBC,"For anyone who doesn't care about Love Island... 

https://t.co/e7axx5lyFk",2018-07-30 20:03:04+00:00,-0.7181,0.0,0.539,0.461
172,BBC,"'I've found random stuff like false teeth.' 

🌊🚯👏The diving group picking up litter in the North Sea. https://t.co/kI2MCEpguT",2018-07-31 07:00:08+00:00,0.4215,0.192,0.808,0.0
173,BBC,"Legal permission will no longer be required to end care for patients in a long-term permanent vegetative state, the… https://t.co/GU2A0uc0mO",2018-07-31 07:28:06+00:00,0.3612,0.205,0.699,0.096
174,BBC,"Still without a home and unsure where to turn to next, the future is 'scary' for Kelly. https://t.co/PhwokveWSY",2018-07-31 08:02:04+00:00,0.1877,0.098,0.902,0.0
175,BBC,"Watch Leading Lady Parts on @BBCiPlayer 👉 https://t.co/cUPHKLfMfy

#LeadingLadyParts",2018-07-31 09:50:02+00:00,0.0,0.0,1.0,0.0
176,BBC,"An Australian family has been startled awake after a kangaroo crashed its way through a window in their home.
👉… https://t.co/5YbVtCndEt",2018-07-31 11:07:35+00:00,-0.1779,0.0,0.914,0.086
177,BBC,"Tunnelling work is almost set to begin on London's new super sewer.
But before it can start, some very important th… https://t.co/MNGD6aJkbt",2018-07-31 11:38:00+00:00,0.7178,0.231,0.769,0.0
178,BBC,"RT @BBCEarth: In formation 🙌

Let's celebrate all the men and women protecting our planet's wildlife 😍
#WorldRangerDay https://t.co/LFQw4w8…",2018-07-31 11:41:04+00:00,0.5719,0.188,0.812,0.0
179,BBC,"Have you ever spotted hidden messages in the Harry Potter films?
#HappyBirthdayHarryPotter https://t.co/LQa8z7fVRz",2018-07-31 13:00:23+00:00,0.0,0.0,1.0,0.0
180,BBC,"Congratulations John! 🎓 A 95-year-old man has graduated from Oxford University, 76 years after he completed his deg… https://t.co/Mjv2UU11be",2018-07-31 14:02:05+00:00,0.636,0.208,0.792,0.0
181,BBC,"RT @bbcmusic: ""Hopefully my little messages for train passengers will be a nice surprise and a reminder of the power of music as they go ab…",2018-07-31 15:19:43+00:00,0.765,0.266,0.734,0.0
182,BBC,"The Old Bridge in Mostar is one of Bosnia-Herzegovina's most famous landmarks. 

But does it connect or divide the… https://t.co/lycdJ43HRh",2018-07-31 16:01:02+00:00,0.0,0.0,1.0,0.0
183,BBC,"RT @bbcwritersroom: Writer Debbie Horsfield's new @BBCOne drama #AgeBeforeBeauty begins tonight (Tue 31 July) at 9pm. 

We caught up with D…",2018-07-31 16:33:01+00:00,0.0,0.0,1.0,0.0
184,BBC,How Australia's first gay imam is 'saving lives'. https://t.co/u2QmgRGHCM,2018-07-31 18:02:06+00:00,0.0,0.0,1.0,0.0
185,BBC,"Drama series telling the story of a dysfunctional family, set within a family-run beauty salon.

Age Before Beauty… https://t.co/axP5dYrHMA",2018-07-31 19:01:03+00:00,0.5859,0.192,0.808,0.0
186,BBC,"The story of a young girl's choice between Oxford and the university of life...

#AnEducation | 10pm | @BBCFour |… https://t.co/TCSjXsn02B",2018-07-31 20:02:08+00:00,0.0,0.0,1.0,0.0
187,CBS,Celebrate #NationalAvocadoDay with @letsmakeadeal. 🥑 Relive this #LMAD moment when an avocado wins one amazing deal! https://t.co/QS8GLajWU5,2018-07-31 21:02:33+00:00,0.9098,0.469,0.531,0.0
188,BBC,"""Y'alright love?"" 😂 This crow has a Yorkshire accent and it's the best thing you'll hear today. 

#YorkshireDay

https://t.co/3J8BQGiZM7",2018-08-01 07:02:06+00:00,0.6369,0.208,0.792,0.0
189,The New York Times,One Cambodian voter defaced his or her ballot with a lively reference to a dog’s anatomy. Others ticked every singl… https://t.co/eJrY025AvH,2018-08-01 07:05:06+00:00,0.0258,0.128,0.749,0.123
190,The New York Times,RT @PekingMike: Important story on some pushback against Xi - must read. By ⁦@ChuBailiang⁩  https://t.co/FRa3dyxP4Q,2018-08-01 07:18:06+00:00,0.2023,0.122,0.878,0.0
191,The New York Times,China’s Plan to Win Friends and Influence Includes Ski Slopes and Spas https://t.co/xK8ySAhcMY,2018-08-01 07:18:31+00:00,0.7845,0.385,0.615,0.0
192,BBC,A French student has spoken out after she was harassed by a man in a Paris street and then hit in the face when she… https://t.co/65bcKXM3P1,2018-08-01 07:27:04+00:00,-0.5423,0.0,0.863,0.137
193,The New York Times,"""You started understanding the life of the people, how they lived, what they thought, who they loved"" https://t.co/D64VSN8vlm",2018-08-01 07:32:06+00:00,0.5994,0.187,0.813,0.0
194,The New York Times,RT @nytopinion: Exploiting my family by having my sister disown me on state television was by far Iran's most ferocious attempt to shame me…,2018-08-01 07:47:02+00:00,-0.7713,0.0,0.732,0.268
195,BBC,🍣🎣 How did we become hooked on sushi? https://t.co/M6UXeJq9DI,2018-08-01 08:01:06+00:00,0.0,0.0,1.0,0.0
196,The New York Times,"""Among everyone caught up in the #MeToo movement, only Mr. Moonves was so bold — or so reckless — as to start a civ… https://t.co/C91XUrI0So",2018-08-01 08:02:02+00:00,0.0959,0.128,0.759,0.114
197,The New York Times,"RT @nytimesworld: “I don’t think the government realizes how bad the drought is,” one Australian cattle farmer said. “Farmers are past the…",2018-08-01 08:15:06+00:00,-0.5423,0.0,0.857,0.143
198,The New York Times,"""The touchpoint with ISIS is not by proximity to the caliphate but through the relationships they make online,"" sai… https://t.co/VAwrV6KNpQ",2018-08-01 08:30:08+00:00,0.0,0.0,1.0,0.0
199,The New York Times,RT @nytimesworld: 3 Russian journalists who were investigating the activities of a private security company were killed in the Central Afri…,2018-08-01 08:46:05+00:00,-0.4767,0.1,0.711,0.188
200,The New York Times,"Police say a Connecticut man used dating apps to hunt women, including a nurse he met through Tinder who was murder… https://t.co/lBWHxlaLq0",2018-08-01 09:00:05+00:00,0.0,0.0,1.0,0.0
201,The New York Times,Facebook said that it had identified a political influence campaign that was potentially built to disrupt the U.S.… https://t.co/wuePI6gIjl,2018-08-01 09:15:08+00:00,0.0,0.0,1.0,0.0
202,BBC,"RT @bbcrb: We all know SOMEONE  who needs to do this! 🤰😈😂
@UltraBabyFace https://t.co/zfjN3xA20m",2018-08-01 09:20:00+00:00,0.0,0.0,1.0,0.0
203,BBC,RT @BBCLeeds: What if animals spoke in a Yorkshire accent? Happy #YorkshireDay! https://t.co/ELm4ot3sQp,2018-08-01 09:20:33+00:00,0.6114,0.266,0.734,0.0
204,The New York Times,The second-largest number of votes in Cambodia's general election went to a surprising beneficiary: no one https://t.co/jqco30UHC4,2018-08-01 09:32:05+00:00,0.5106,0.314,0.58,0.106
205,The New York Times,One construction firm used China's Belt and Road plan to justify a deal to build an amusement park in an Indonesian… https://t.co/kfqohSMqPG,2018-08-01 09:45:05+00:00,0.3612,0.111,0.889,0.0
206,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/q0Y7ThSrbe https://t.co/hlUo4wgDYx,2018-08-01 10:00:09+00:00,0.0,0.0,1.0,0.0
207,The New York Times,"Taiwan has been chosen as the first Asian host for the Oslo Freedom Forum, an international human rights conference  https://t.co/XChjLbVQe2",2018-08-01 10:15:07+00:00,0.6369,0.181,0.819,0.0
208,The New York Times,"Tommy Robinson, the jailed British far-right activist who has gained the support of figures like Stephen Bannon, wa… https://t.co/qTO1AlmNmq",2018-08-01 10:30:14+00:00,0.5574,0.3,0.577,0.123
209,The New York Times,"""The church is immersed in a deep crisis, and those who committed abuses against minors have to pay for those crime… https://t.co/z34sqali0m",2018-08-01 10:40:06+00:00,-0.7906,0.074,0.603,0.323
210,The New York Times,"RT @amyvirshup: Separated children at Cayuga Centers took the city by surprise, but in fact, it had been making itself into the biggest fos…",2018-08-01 10:51:01+00:00,0.1406,0.063,0.937,0.0
211,BBC,"✈️ A woman, who fulfilled her air hostess mother's dream by piloting her final flight before retirement, says she f… https://t.co/6E2KzoyCWY",2018-08-01 11:00:09+00:00,0.5859,0.211,0.789,0.0
212,The New York Times,"Sarah Hanson-Young, an Australian senator, filed a defamation suit against a fellow lawmaker who she says made a se… https://t.co/T25tppuKo6",2018-08-01 11:01:07+00:00,0.0,0.0,1.0,0.0
213,The New York Times,Robert Mueller has referred 3 investigations into possible illicit foreign lobbying to federal prosecutors in New Y… https://t.co/VQ1hkkwUwE,2018-08-01 11:11:05+00:00,-0.0772,0.0,0.925,0.075
214,The New York Times,Blueprints for making a variety of plastic guns on 3-D printers were scheduled to be posted online today. Here's a… https://t.co/spieYYWSZC,2018-08-01 11:20:08+00:00,0.0,0.0,1.0,0.0
215,The New York Times,"""They are expanding everything,"" an arms control expert said about North Korea. ""And to be fair, they have never sa… https://t.co/A0gVIHxCOF",2018-08-01 11:30:07+00:00,0.3182,0.103,0.897,0.0
216,The New York Times,"RT @nytopinion: Steven Mnuchin, the Treasury secretary, wants to give the superrich another huge tax break just months after Congress passe…",2018-08-01 11:44:04+00:00,0.4767,0.177,0.823,0.0
217,BBC,"RT @BBC6Music: 🎧 Which records are you still waiting to hear this year?

Here are 50 albums to look forward to during the rest of 2018 http…",2018-08-01 11:56:31+00:00,0.0,0.0,1.0,0.0
218,The New York Times,"Your daily @DealBook Briefing:

• Facebook flags midterm meddling.

• Apple sweats its way to $1 trillion.

• Googl… https://t.co/cLxoo92uGK",2018-08-01 12:00:14+00:00,0.0,0.0,1.0,0.0
219,BBC,"Today is #YorkshireDay! Why not celebrate by eating a full roast dinner wrapped in a Yorkshire pudding? 😍🍗🥕🥔

https://t.co/D1H4QYO2g3",2018-08-01 12:02:03+00:00,-0.509,0.0,0.829,0.171
220,The New York Times,"After a record level of turnover in the Trump administration, Stephen Miller has succeeded in surrounding himself w… https://t.co/hHX1naIkJR",2018-08-01 12:14:04+00:00,0.4215,0.141,0.859,0.0
221,The New York Times,Paul Manafort's trial on financial fraud charges opened on Tuesday with an effort by his defense team to deflect bl… https://t.co/LVww9IfjgB,2018-08-01 12:30:09+00:00,-0.6597,0.059,0.709,0.232
222,The New York Times,The Justice Department is investigating claims that drug companies doing business in Iraq knew that the free medici… https://t.co/Pd9GF3CFJA,2018-08-01 12:46:08+00:00,0.7717,0.283,0.717,0.0
223,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/OqaZ6IEwi0 https://t.co/IuucSqpyG5,2018-08-01 13:00:10+00:00,0.0,0.0,1.0,0.0
224,BBC,"🎶 'A lower volume of music encourages healthier eating'

Seven ways in which melody seasons our meals. 
👉… https://t.co/2lCCxlco7L",2018-08-01 13:00:29+00:00,0.1779,0.137,0.758,0.104
225,The New York Times,"RT @nytlizrobbins: Cayuga Centers transformed from a modest upstate NY program, one that was struggling to keep kids safe, to the largest p…",2018-08-01 13:15:06+00:00,0.0258,0.113,0.778,0.109
226,The New York Times,There were no signs of foul play when a pregnant bottlenose dolphin washed up in Mississippi. Then they found the b… https://t.co/LwylbIyUc3,2018-08-01 13:30:08+00:00,0.0516,0.102,0.805,0.093
227,The New York Times,"""He uses it for every occasion — it's like his 'aloha,'"" Stephen  Colbert poked fun at President Trump for how ofte… https://t.co/oOIIjeilNC",2018-08-01 13:45:04+00:00,0.7003,0.234,0.766,0.0
228,The New York Times,A major Australian supermarket chain reversed its decision to ban single-use plastic bags after its customers compl… https://t.co/NghMlHX3kj,2018-08-01 14:00:15+00:00,-0.5574,0.0,0.816,0.184
229,BBC,"A pest controller who discovered a nest with ""around 10-15,000"" wasps in a garage cupboard described his experience… https://t.co/yNxDd1Uqx4",2018-08-01 14:03:04+00:00,0.0,0.0,1.0,0.0
230,The New York Times,RT @jessbidgood: Those police officers who quit over ill-fitting vests and old cruisers? There is a little more to the story. I went to Bla…,2018-08-01 14:15:09+00:00,0.0,0.0,1.0,0.0
231,The New York Times,Breaking News: President Trump called on Attorney General Jeff Sessions to end the special counsel investigation an… https://t.co/VnBmYgiEZT,2018-08-01 14:32:06+00:00,0.4019,0.137,0.863,0.0
232,The New York Times,"RT @NYTScience: The Fields Medal, bestowed every four years to mathematicians 40 years or younger, is often described as the subject’s Nobe…",2018-08-01 14:45:10+00:00,0.4767,0.129,0.871,0.0
233,The New York Times,A new app lets you pay celebrities to... just say stuff https://t.co/Ayq0prHiPt,2018-08-01 15:00:07+00:00,-0.1027,0.0,0.877,0.123
234,The New York Times,If this hearty quinoa and white bean soup recipe proves anything it is: Soup doesn't have to be loaded with meat to… https://t.co/hULMJ2xXmQ,2018-08-01 15:15:11+00:00,0.0,0.0,1.0,0.0
235,The New York Times,"RT @NYTmag: Thirty years ago, we almost saved the planet. This is the story of how we failed. https://t.co/EglEQFwHPu https://t.co/WBtopm5p…",2018-08-01 15:30:08+00:00,-0.2006,0.105,0.756,0.139
236,The New York Times,"Cody Wilson has been called one of the world's ""most dangerous people."" For more than 5 years, he has pushed to pub… https://t.co/yrvNbmOx5T",2018-08-01 15:45:09+00:00,-0.5256,0.0,0.861,0.139
237,The New York Times,"Accusations of harassment, bullying and editorial interference are roiling Billboard, just as the the whole industr… https://t.co/xqpmwYM5h1",2018-08-01 16:00:07+00:00,-0.8658,0.0,0.591,0.409
238,BBC,📖👀 The boy who has written a book with his eyes. https://t.co/j7TmFadeQk,2018-08-01 16:02:02+00:00,0.0,0.0,1.0,0.0
239,The New York Times,A reporter was surprised to learn that her New York Times article was censored in Qatar. Here's what happened. https://t.co/2v7fw2bxuT,2018-08-01 16:15:08+00:00,0.0772,0.093,0.829,0.078
240,The New York Times,Candidates in this year’s midterm elections have a new tool in their campaign arsenal: mass-texts sent directly to… https://t.co/Y7kmXGhrJB,2018-08-01 16:30:06+00:00,0.0,0.0,1.0,0.0
241,The New York Times,"RT @liamstack: Even with Trump in the White House, many in the Green Party squint to see the difference between Democrats and Republicans.…",2018-08-01 16:45:09+00:00,0.4019,0.109,0.891,0.0
242,The New York Times,A company in Britain is using edgy funeral ads to open a conversation about death. But some say the campaign goes t… https://t.co/pTr7ovWQrS,2018-08-01 17:04:32+00:00,-0.7506,0.0,0.748,0.252
243,The New York Times,Alaska Airlines apologized this week after a flight attendant asked a gay man to give up his seat next to his partn… https://t.co/1bUQ9QEcCW,2018-08-01 17:15:06+00:00,0.3182,0.103,0.897,0.0
244,The New York Times,Cat videos are so popular on the internet that they’ve become universal shorthand for the internet itself. Or at le… https://t.co/earLad6qf8,2018-08-01 17:22:21+00:00,0.5598,0.153,0.847,0.0
245,The New York Times,They represent chaos without consequence. Cats represent the internet as an apolitical playground where crazy stuff… https://t.co/EP99xEwolm,2018-08-01 17:48:14+00:00,-0.7269,0.0,0.711,0.289
246,The New York Times,But lately? We’re seeing more and more dogs on the internet. And this tells us something about how the internet its… https://t.co/OOUSVH5doy,2018-08-01 17:51:02+00:00,0.0,0.0,1.0,0.0
247,The New York Times,Dogs can be dressed up and made to perform for their audiences in a way that cats just won’t. Maybe it’s not a surp… https://t.co/yIk9zPpcfO,2018-08-01 17:54:34+00:00,0.0,0.0,1.0,0.0
248,The New York Times,"So, dogs or cats? Who owns the internet? Let us know in the comments: https://t.co/V1J3aSNPgv",2018-08-01 17:57:16+00:00,0.0,0.0,1.0,0.0
249,The New York Times,Those green swirling masses you see on the beach? They're not algae. They're green worms. https://t.co/9Y1RvzF8Mr,2018-08-01 18:00:09+00:00,0.0,0.0,1.0,0.0
250,BBC,Three things you might not know about domestic abuse. https://t.co/toqVr31d23,2018-08-01 18:01:06+00:00,-0.6369,0.0,0.682,0.318
251,The New York Times,"When the Trump administration announced a citizenship question would appear on the 2020 census, it was met with con… https://t.co/OnpKPNHT5H",2018-08-01 18:15:09+00:00,0.0,0.0,1.0,0.0
252,Fox News,".@ChrisStirewalt on Obama not endorsing red state Dems: ""This is an arrogant thing to do...He should stand back and… https://t.co/isOh1vvowX",2018-08-01 18:21:19+00:00,-0.4939,0.0,0.856,0.144
253,Fox News,"Mom given emergency C-section without anesthesia, lawsuit claims https://t.co/5ggPnriLzc",2018-08-01 18:26:39+00:00,-0.2344,0.148,0.621,0.231
254,The New York Times,The CEO of the world's largest steel maker says Trump's tariffs have led to his company's best performance since 20… https://t.co/lHXEFeNQFn,2018-08-01 18:30:16+00:00,0.6369,0.174,0.826,0.0
255,Fox News,"""I just got tired of how broken Washington is. You know, my view from 18,000 feet over Syria, Iraq and Afghanistan… https://t.co/b0ZEFqMYRH",2018-08-01 18:36:12+00:00,-0.7184,0.0,0.769,0.231
256,Fox News,State pension deficits - as of fiscal year 2016. https://t.co/l0B5tsW2Xx,2018-08-01 18:37:53+00:00,0.0,0.0,1.0,0.0
257,Fox News,President @realDonaldTrump is set to propose a 25-percent tariff on $200 billion of imported Chinese goods;… https://t.co/YzcySKD4gd,2018-08-01 18:39:50+00:00,0.0,0.0,1.0,0.0
258,The New York Times,Barack Obama just endorsed 81 Democrats running in the 2018 elections. Many were longtime Obama loyalists. Most of… https://t.co/gmJuUYvO17,2018-08-01 18:45:08+00:00,0.4767,0.194,0.806,0.0
259,Fox News,".@AriFleischer on the economy: ""Inflation, unless it's rampant, doesn't hurt you as much as if your wages are not g… https://t.co/RItY1SsoAG",2018-08-01 18:46:31+00:00,0.4168,0.122,0.878,0.0
260,The New York Times,"Thieves stole three royal treasures from a cathedral in Sweden, smashing open a display case and escaping on a spee… https://t.co/itFyagQtbO",2018-08-01 19:00:09+00:00,-0.0772,0.179,0.673,0.148
261,Fox News,Minnesota speeders' bizarre excuses include a 99 mph Taco Bell run https://t.co/mnOkwStcoc,2018-08-01 19:05:42+00:00,-0.3182,0.0,0.813,0.187
262,Fox News,"RT @FoxNewsResearch: #Trump Admin Unraveling #Obamacare:
•June:
—DOJ no longer defending ACA in court
—Rule allows small biz, self-employed…",2018-08-01 19:11:40+00:00,-0.296,0.0,0.891,0.109
263,The New York Times,"What is QAnon? Well, do you remember Pizzagate? It's a little like that: a web of baseless conspiracy theories. https://t.co/vbTGVDJudb",2018-08-01 19:15:05+00:00,-0.1162,0.202,0.65,0.147
264,Fox News,JUST IN: Suspect identified in murder of George H.W. Bush's former doctor. https://t.co/Kw6T2RMplv,2018-08-01 19:16:21+00:00,-0.7845,0.0,0.615,0.385
265,Fox News,".@GOPChairwoman: ""People want President Trump's endorsement more than they want President Obama's."" #OutnumberedOT https://t.co/25iq3qFQHI",2018-08-01 19:23:31+00:00,0.4404,0.308,0.692,0.0
266,Fox News,A U.S. soldier salutes during a repatriation ceremony for the remains of U.S. soldiers killed in the Korean War and… https://t.co/j5g6buF2Im,2018-08-01 19:27:36+00:00,-0.8555,0.0,0.669,0.331
267,The New York Times,"The Freemason groups of England and Wales addressed the status of transgender people for the first time, saying men… https://t.co/C7HZktVBgN",2018-08-01 19:30:10+00:00,0.0,0.0,1.0,0.0
268,Fox News,"Former President @BarackObama endorses dozens of Dems, but snubs @Ocasio2018. (via @brookefoxnews) https://t.co/jvMelfeKcL",2018-08-01 19:35:15+00:00,-0.5346,0.101,0.653,0.246
269,The New York Times,"Why is the U.S. Embassy in London auctioning 1,200 rolls of toilet paper? We asked. They explained. https://t.co/SLGH5xEApJ",2018-08-01 19:45:05+00:00,0.0,0.0,1.0,0.0
270,Fox News,Ohio judge orders chatty defendant's mouth taped for sentencing https://t.co/pPQ28UeeBl,2018-08-01 19:45:35+00:00,-0.1531,0.0,0.849,0.151
271,Fox News,RT @ShepNewsTeam: We will be live for today’s @FoxNews Afternoon Update on Facebook Watch with the latest on missing college student Mollie…,2018-08-01 19:46:15+00:00,-0.296,0.0,0.905,0.095
272,Fox News,".@POTUS' 'sanctuary cities' executive order is unconstitutional, US appeals court rules. https://t.co/lGoKljwHzg",2018-08-01 19:46:28+00:00,0.0,0.0,1.0,0.0
273,Fox News,All 99 passengers and four crew members made it out alive from a plane crash in Mexico. @ShepNewsTeam… https://t.co/2E85kv7pxP,2018-08-01 19:53:36+00:00,-0.0258,0.122,0.751,0.127
274,The New York Times,Google withdrew from China 8 years ago to protest the country's censorship and online hacking. Now the company is b… https://t.co/vsNVoflKbA,2018-08-01 20:00:06+00:00,-0.25,0.0,0.905,0.095
275,Fox News,"Former waitress in Arizona returns $1,000 she stole from restaurant in 1990s https://t.co/sVa2wiyYxi",2018-08-01 20:03:00+00:00,0.0,0.0,1.0,0.0
276,Fox News,.@ShepNewsTeam is live with the 'Fox News Update' on Facebook Watch: https://t.co/584lSOl7Bz https://t.co/XzvTDwbCn0,2018-08-01 20:03:10+00:00,0.0,0.0,1.0,0.0
277,Fox News,'Calexit' supporters now want to give away nearly half of California to create an independent Native American natio… https://t.co/6IY6QiTuBb,2018-08-01 20:04:42+00:00,0.6486,0.283,0.717,0.0
278,Fox News,RT @ShepNewsTeam: Shep is live on Facebook Watch: https://t.co/IWgmOPBXqm,2018-08-01 20:04:54+00:00,0.0,0.0,1.0,0.0
279,The New York Times,Condé Nast lost $120 million last year. Now the company plans to put 3 magazines up for sale. https://t.co/hId96CmLmG,2018-08-01 20:15:05+00:00,-0.3182,0.0,0.881,0.119
280,Fox News,"Iran planning Gulf 'swarm' drill involving 100 gun boats within days, US officials say. https://t.co/WOjhl3ckMN",2018-08-01 20:24:57+00:00,-0.34,0.0,0.854,0.146
281,The New York Times,The 5 largest quarterly stock buybacks on record now all belong to Apple https://t.co/NzFICM2WOJ,2018-08-01 20:30:10+00:00,0.0,0.0,1.0,0.0
282,Fox News,"On @AmericaNewsroom, @cvpayne celebrated positive economic news. https://t.co/Nn6FRWsrz5 https://t.co/cBSNPnsbtD",2018-08-01 20:33:49+00:00,0.8074,0.51,0.49,0.0
283,Fox News,"National ICE Council President Chris Crane: ""We are not going to let people like this scare us out of doing our job… https://t.co/q9Bq2XNaBx",2018-08-01 20:43:19+00:00,-0.3071,0.092,0.771,0.138
284,The New York Times,"As much as they may loath President Trump, members of the Green Party say several issues — including corporate dona… https://t.co/diKy468Zbf",2018-08-01 20:45:05+00:00,0.4019,0.124,0.876,0.0
285,Fox News,Connecticut woman searches for stolen necklace that contains infant son's ashes: 'I feel incomplete' https://t.co/yBaF6XRTRn,2018-08-01 20:47:50+00:00,-0.4939,0.0,0.814,0.186
286,CNN,The Trump administration is considering increasing to 25% the rate of proposed tariffs on an additional $200 billio… https://t.co/UapHHFFpeg,2018-08-01 20:48:38+00:00,0.0,0.0,1.0,0.0
287,Fox News,Trouble for Ted?: New TX Poll Shows Cruz Challenger Only 2 Points Down https://t.co/hA7W9gPiYC,2018-08-01 20:55:52+00:00,0.2577,0.271,0.574,0.155
288,CNN,Caesar's stock plunged as much as 24% on worries about Vegas hotel bookings https://t.co/sGBVAKD7lx https://t.co/e8Q47gbz7b,2018-08-01 21:00:08+00:00,-0.4215,0.0,0.833,0.167
289,The New York Times,"President Trump may raise tariffs on fish, handbags and other goods from China to 25%, not 10% as planned https://t.co/5XCtI5zXpz",2018-08-01 21:01:05+00:00,0.0,0.0,1.0,0.0
290,Fox News,Utah man claims McDonald's employee drugged his drink https://t.co/QQkYXNVuBH,2018-08-01 21:01:35+00:00,0.0,0.0,1.0,0.0
291,Fox News,JUST IN: Mueller responds to Trump attorneys' request for parameters of potential interview. https://t.co/UZoXz1kswk,2018-08-01 21:04:09+00:00,0.0,0.0,1.0,0.0
292,CNN,Tesla just reported that it lost more than $717 million in the second quarter -- the biggest quarterly loss in its… https://t.co/I4XEUcnXBx,2018-08-01 21:04:31+00:00,-0.5574,0.0,0.813,0.187
293,CNN,"Livestreaming is a multibillion dollar industry in China, where the top streamers can make over $100,000 a month. W… https://t.co/k58cmDAUvf",2018-08-01 21:08:09+00:00,0.2023,0.096,0.904,0.0
294,CNN,"Thousands of supporters gathered in Kinshasa, capital of the Democratic Republic of Congo, to welcome former warlor… https://t.co/gIYCgkk09b",2018-08-01 21:10:09+00:00,0.7096,0.269,0.731,0.0
295,Fox News,"Great white shark attacks seal off Massachusetts coast as surfers scramble to shore, video shows. https://t.co/fmauRxH2Qg",2018-08-01 21:10:56+00:00,0.296,0.195,0.667,0.138
296,Fox News,Arizona town is building tiny homes for teachers who can't afford to live closer. https://t.co/vrFOn1xc4L,2018-08-01 21:16:00+00:00,0.0,0.0,1.0,0.0
297,The New York Times,"RT @rachelswarns: In mid-July, a group of Muslim children attending an Arabic literacy   program decided to swim at their local pool in Del…",2018-08-01 21:17:19+00:00,0.0,0.0,1.0,0.0
298,Fox News,".@JesseBWatters: ""Right now, Maxine Waters is the face of the Democratic Party, and that's frightening."" #TheFive https://t.co/pb51PxQwbU",2018-08-01 21:20:40+00:00,0.4019,0.144,0.856,0.0
